Date	Venue	Location	Ignore
May 26, 2015	The Lyric Theatre	Los Angeles, CA	 I Was There
May 06, 2015	The Lyric Theatre	Los Angeles, CA	 I Was There
Apr 21, 2015	The Lyric Theatre	Los Angeles, CA	 I Was There
Apr 01, 2015	The Lyric Theatre	Los Angeles, CA	 I Was There
Mar 04, 2015	The Lyric Theatre	Los Angeles, CA	 I Was There
Feb 22, 2015	The Lyric Theatre	Los Angeles, CA	 I Was There
Nov 19, 2014	The Lyric Theatre	Los Angeles, CA	 I Was There
Oct 22, 2014	The Lyric Theatre	Los Angeles, CA	 I Was There
Sep 24, 2014	The Lyric Theatre	Los Angeles, CA	 I Was There
Aug 27, 2014	The Lyric Theatre	Los Angeles, CA	 I Was There
Jun 25, 2014	The Lyric	Los Angeles, CA	 I Was There
Apr 23, 2014	The Lyric	Los Angeles, CA	 I Was There
Feb 26, 2014	The Lyric	Los Angeles, CA	 I Was There
Dec 04, 2013	The Lyric	Los Angeles, CA	 I Was There
Dec 01, 2012	Texas Theatre	Dallas, TX	 I Was There
Aug 10, 2012	The Comedy Store	Los Angeles, CA	 I Was There
Jan 17, 2011	Hotel Cafe	Los Angeles, CA	 I Was There
Jan 31, 2009	Miller Auditorium	Kalamazoo, MI	 I Was There
Jan 30, 2009	City Opera House	Traverse City, MI	 I Was There
Jan 18, 2009	Wheeler Opera House	Aspen, CO	 I Was There
Jan 17, 2009	Vilar Center For The Arts	Beaver Creek, FL	 I Was There
Jan 10, 2009	State Theatre	Easton, PA	 I Was There
Jan 09, 2009	Mayo Performing Arts Center	Morristown, TN	 I Was There
Jan 06, 2009	Van Wezel Perf. Arts Hall	Sarasota, FL	 I Was There
Jan 04, 2009	Durham Performance Arts Center	Durham, NC	 I Was There
Jan 03, 2009	Barbara B. Mann Hall	Fort Myers, FL	 I Was There
Jan 02, 2009	Coral Springs Center For The Arts	Coral Springs, FL	 I Was There
Dec 31, 2008	Drefoos Hall	West Palm Beach, FL	 I Was There
Dec 29, 2008	Ruth Eckerd Hall	Clearwater, FL	 I Was There
Dec 28, 2008	King Performing Arts Center	Melbourne, FL	 I Was There
Dec 27, 2008	Hard Rock Live	Orlando, FL	 I Was There
Dec 26, 2008	Florida Theatre Performing Arts Center: Office	Jacksonville, FL	 I Was There
Dec 13, 2008	Cache Creek Casino Resort	Brooks, AL	 I Was There
Dec 12, 2008	The Moore Theater-with KEANE	Seattle, WA	 I Was There
Nov 30, 2008	Pullo Center	York, PA	 I Was There
Nov 29, 2008	Xanadu Theater	Atlantic City, NJ	 I Was There
Nov 28, 2008	Count Basie Theatre	Red Bank, TN	 I Was There
Nov 20, 2008	Hanover Theatre	Worcester, MA	 I Was There
Nov 19, 2008	Bass Performance Hall	Fort Worth, TX	 I Was There
Nov 16, 2008	Lancaster Performing Arts Center	Lancaster, CA	 I Was There
Nov 15, 2008	DreamCatcher At Viejas	Alpine, CA	 I Was There
Nov 14, 2008	House of Blues	Las Vegas, NV	 I Was There
Nov 09, 2008	Mendel Center	Benton Harbor, MI	 I Was There
Nov 08, 2008	Potter Center	Jackson, MS	 I Was There
Nov 06, 2008	E.J. Thomas Hall	Akron, OH	 I Was There
Nov 02, 2008	Lyric Opera House	Baltimore, MD	 I Was There
Nov 01, 2008	Grand Opera House	Wilmington, NC	 I Was There
Oct 30, 2008	Lowell Memorial Auditorium	Lowell, MA	 I Was There
Oct 11, 2008	Center For Performing Arts	University Park, IL	 I Was There
Oct 10, 2008	Hoyt Sherman	Des Moines, IA	 I Was There
Oct 09, 2008	Topeka Performing Arts Center	Topeka, KS	 I Was There
Oct 05, 2008	Grove of Anaheim	Anaheim, CA	 I Was There
Oct 04, 2008	Mesa Arts Center	Mesa, AZ	 I Was There
Oct 03, 2008	Paramount Theatre	Denver, CO	 I Was There
Oct 02, 2008	Lincoln Center	Fort Collins, CO	 I Was There
Sep 28, 2008	Belk Theatre	Charlotte, NC	 I Was There
Sep 27, 2008	Paramount Theatre	Charlottesville, VA	 I Was There
Sep 26, 2008	CNU Ferguson Center Concert Hall	Newport News, VA	 I Was There
Sep 20, 2008	Keswick Theatre	Glenside, NJ	 I Was There
Sep 19, 2008	Seven Springs Resort	Seven Springs, FL	 I Was There
Sep 18, 2008	F. M. Kirby Center	Wilkes Barre, PA	 I Was There
Sep 17, 2008	State Theatre	New Brunswick, NJ	 I Was There
Sep 13, 2008	Pabst Theater	Milwaukee, WI	 I Was There
Sep 12, 2008	The Meyer Theatre	Green Bay, WI	 I Was There
Sep 11, 2008	ArtsBlock	Wausau, WI	 I Was There
Sep 06, 2008	Mohegan Sun Arena	Uncasville, CT	 I Was There
Sep 05, 2008	Mohegan Sun Arena	Uncasville, CT	 I Was There
Sep 04, 2008	The State Theatre	Ithaca, NY	 I Was There
Aug 29, 2008	Mystic Lake Casino Hotel	Prior Lake, MN	 I Was There
